Structure(SMILES)	DTXSID	FW
O=C(Oc1ccc(cc1)C#N)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50823887	441.2472
FC(F)(CC(=O)OCC)C(F)(F)F	DTXSID00447673	206.1106
FC(F)(C(=O)OC)C(F)(F)OC	DTXSID6061074	190.0930
O=COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C[N+](C)(C)CC=O	DTXSID901036631	492.2525
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)F	DTXSID20880169	296.0629
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCOC(=O)C=C	DTXSID2061729	439.2945
FC(F)(C(F)CC(F)(F)F)C(F)(F)OC(=O)C=C	DTXSID501026769	286.1193
FC(F)(F)C(F)(F)COC(=O)C(=C)Cl	DTXSID80516538	238.5398
C[N+](C)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID301034906	834.4307
FC(F)(C(Cl)(F)C(=O)O)C(Cl)(F)C(F)(F)C(Cl)(F)C(F)(F)C(Cl)(F)C(Cl)(F)F	DTXSID20880164	546.3489
CN(C)CC(O)C=C(F)C(F)(F)F	DTXSID401036824	201.1620
FC(F)(CNCC(F)(F)C(F)F)C(F)F	DTXSID40507240	245.1137
FC1(F)C(F)(F)C(F)(F)C(CCCOC)=C(F)C(F)(F)C1(F)F	DTXSID40773241	366.1710
C[N+]([O-])(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30700460	600.2918
FC(F)(CCOC(=O)C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50707698	608.2195
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC	DTXSID70895288	604.2409
FC(F)(C(F)=C(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID70895283	350.0525
FC(F)(COP(=O)(O)O)C(F)(F)C(F)(F)C(F)F	DTXSID201032890	312.0518
FC(F)(CCCCC(F)(F)C(Br)(F)F)C(Br)(F)F	DTXSID20767683	415.9443
FC(F)(OC(=O)OCF)C(F)(F)F	DTXSID501026795	212.0473
FC1(S(=O)([O-])=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301034932	661.1554
CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C	DTXSID40895634	607.4243
FC(F)(F)C(O)(CC(C)(O)CCc1ccccc1)C(F)(F)F	DTXSID50906826	330.2661
O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30567035	280.1395
[Ba+2].FC(F)(C(=O)CC(=O)C(C)(C)C)C(F)(F)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(C)(C)C	DTXSID40896969	729.6898 (296.1820+296.1820+137.3259)
FC1(OC(F)(F)C(F)(OC1(F)F)C(F)(F)F)C(F)(F)F	DTXSID001026726	332.0438
FC(F)(CC\N=C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40895639	389.1134
FC(F)(C(F)C(F)(F)F)C(F)C(F)(F)C(F)(F)C(\Cl)=C(/F)F	DTXSID401027095	380.5337
BrC(F)(C(=O)OC)C(F)(F)C(F)(F)F	DTXSID70980502	288.9705
OCC(C(OC(=O)C)C(O)[N+](C)(C)CC([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID901036605	467.2814
FC1(F)C(C)=C(C)C(F)=C(F)C1(F)F	DTXSID30346443	216.1237
[NH4+].[NH4+].[O-]P([O-])(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID30881182	858.2234 (822.1476+18.0379+18.0379)
FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)N=Nc1ccccc1	DTXSID30893306	336.1564
FC1(F)OC(F)(OO1)C(F)(F)F	DTXSID70767072	198.0207
FC(F)(c1cc(N)no1)C(F)(F)F	DTXSID30555078	202.0821
FC(F)(c1nc(N)[NH]n1)C(F)(F)C(F)(F)F	DTXSID30895966	252.0929
FC(F)(C(O)COCC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60527445	308.1415
FC1(F)C(C(F)(F)OC1(F)F)(C(F)(F)F)C(F)(F)F	DTXSID80631432	316.0444
[Na+].CCN(CCCS(=O)(=O)[O-])C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30893301	585.2616 (562.2723+22.9892)
[Mg+2].[Br-].FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C-](F)F	DTXSID50508405	523.2675 (79.9045+24.3039+419.0590)
FC(F)(C(=O)NCCCC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30895961	319.1674
FC(F)C(F)(F)CSCc1ccccc1	DTXSID301022959	238.2450
Brc1ccc(SC(F)(F)C(F)(F)F)cc1	DTXSID501026783	307.0784
FC(F)(c1ccc[NH]1)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID00448983	301.5643
FC(F)(C(F)=O)C(F)(F)S(F)(=O)=O	DTXSID30543096	230.0857
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F	DTXSID201032888	434.0930
FC1(C(F)(C(F)(F)F)C(F)(F)C1(F)F)C(F)(F)F	DTXSID20880189	300.0450
OCC(C(OC(=O)C)C(O)[N+](C)(C)CC([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID901036617	567.2965
FC(F)(CC(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID90578647	284.0705
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)F)CC([O-])=O	DTXSID801034737	370.3366
CC(C)OC(OC(C)C)(OC(C)C)C(CCCCCCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID001026788	662.6078
FC(F)(F)C1(N=C(NC(=O)N1)c1ccccc1)C(F)(F)F	DTXSID80347107	311.1832
FC(F)(C(F)(F)C(F)=O)C(F)(F)C(Cl)(F)F	DTXSID30382109	282.4915
FC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(=O)NCCC[N+]([O-])(C)C	DTXSID70896553	480.2225
FC(F)(C(F)(F)CNCC)C(F)(F)F	DTXSID70895223	227.1232
O=C(CC(O)(C(F)(F)F)C(F)(F)F)c1cccs1	DTXSID00188397	292.1982
FC(F)(CC(O)COC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50379975	548.1923
FC(F)C(F)(F)COC(=O)C=C	DTXSID10224331	186.1043
FC(F)(C(F)(F)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID5044572	364.1039
C[N+](CCCS(=O)(=O)O)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO	DTXSID301034956	687.4612
FC(Oc1c(F)c(N)c(F)c(F)c1N)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID501026733	608.1731
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID30382104	480.5305
FC(F)(c1cc(n(n1)C(=O)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID60371061	508.2093
OC(Cc1ccccc1)CC(O)(C(F)(F)F)C(F)(F)F	DTXSID50906846	302.2129
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O.CCCCCCCCCCCCCCCC[n+]1ccccc1	DTXSID701032807	803.6548 (499.1222+304.5326)
FC1(F)C(F)(F)C(F)(F)OC1(F)I	DTXSID90836653	323.9355
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(C)(F)F	DTXSID201032876	284.0705
O=S(=O)(CC)c1c(CC)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(=O)O	DTXSID80896428	410.3044
Cc1ccc(N)cc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P(=O)(O)O	DTXSID40895614	507.1843 (107.1531+400.0313)
FC(F)(F)C(O[P+](=O)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID60923226	381.0323
[O-]S(=O)(=O)CCC[N+](C)(C)CCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701035087	820.4769
FC(F)(C(Cl)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID401036874	766.6217
CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40895619	682.3405
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O.c1cc(ccc1)N1CCNCC1	DTXSID20293634	476.2849 (314.0534+162.2316)
FC(=CC(=O)OCC)C(C(F)(F)F)C(F)(F)F	DTXSID60811755	268.1288
CC1(C)OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1	DTXSID30881162	534.2088
FC(F)(CCCCC(Cl)=O)C(F)(F)F	DTXSID50775731	238.5828
FC(F)C(F)(F)C1(O)Oc2cc(ccc2C(=O)/C1=C\Nc1ccc(OC)cc1)OC	DTXSID701023092	427.3463
BrC(F)(C(/F)=C(\F)F)C(F)(F)F	DTXSID30568345	260.9356
O=S(=O)(CC)c1c(C)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(=O)O	DTXSID80896423	396.2779
FC(F)(C(F)(F)C(=O)NC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30895986	477.1177
O=C(O)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F	DTXSID00598553	488.0973
O=C1OCC(CC(F)(F)C(F)(F)F)O1	DTXSID30893321	220.0941
Brc1cc(cc(c1NC(=O)c1ccc(F)c(c1)[N+]([O-])=O)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID001026790	575.1276
FC(F)(F)C(F)(F)C(F)(F)COCC1COC(=O)O1	DTXSID30895981	300.1276
OC(CN(CCC[N+](C)(C)CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID301034944	961.5995
FC(F)(F)c1cc(Oc2cccc(c2)N(Cc2cccc(c2)C(F)(F)C(F)(F)C(F)(F)F)CC(O)C(F)(F)F)ccn1	DTXSID501026721	624.3939
FC(F)(Oc1c(cc(cc1OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(=O)OC)OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)OC(F)(F)C(F)(F)C(F)(F)F	DTXSID70896558	982.2569
O=C(OCC)C(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)C(C(=O)OCC)=P(c1ccccc1)(c1ccccc1)c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1	DTXSID60330597	900.7762
CC(C)(C)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70895228	430.0924
C[N+](C)(CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O	DTXSID401035533	518.2138
[O-]S(=O)(=O)CCC[N+](C)(C)CCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701035075	470.4244
C[N+](C)(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID401036862	877.3216
[NH4+].FC(F)(COP([O-])(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID301033615	943.1990 (18.0379+925.1611)
FC(F)(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20512034	396.1473
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)CO	DTXSID80336475	450.0924
N=C1N=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)NN1	DTXSID60878863	295.1177
FC(=C(F)OC(F)(F)F)C(F)(F)F	DTXSID30694133	216.0294
Cc1sc(cc1C1=C(c2cc(sc2C)c2ccccc2)C(F)(F)C(F)(F)C1(F)F)c1ccccc1	DTXSID001026764	520.5522
COc1cc(C)c(\N=C(/Cl)C(F)(F)C(F)(F)C(F)(F)F)cc1	DTXSID30700420	351.6478
FC(F)(COCCCl)C(F)(F)C(F)(F)F	DTXSID70895243	262.5531
ClC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301034970	680.5605
FC(F)(OC(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID70372246	486.9655
FC(F)(C(F)(F)S(=O)O)C(F)(F)F	DTXSID701032833	234.0927
FC(F)(C(F)(F)C(Br)=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801022728	376.9500
FC(F)(C(C(=O)O)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID70896573	414.0684
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCCC[N+](CC)(CC)CC	DTXSID201032852	641.4061
OC(\C=C(/C(F)(F)F)C(F)(F)F)c1cc(Cl)ccc1	DTXSID50905536	304.6161
O=S(C)c1c(C)c(ccc1C(F)(C(F)(F)F)C(F)(F)F)C(=O)O	DTXSID80896408	366.2519
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC)C(F)(F)C(F)(F)OC(=O)C=C	DTXSID501026757	697.2598
FC(F)(O[Si](C)(C)C)C(F)(F)C(F)(F)F	DTXSID50762469	258.2094
FC(C(F)(F)OCC(F)(F)C(F)(F)F)C(F)(F)F	DTXSID50380985	300.0699
Fc1c(c(F)c(F)nc1OC)C(F)(C(F)(F)F)C(F)(F)F	DTXSID80896403	331.1103
FC(F)(CCS(=O)CCC(=O)NC(C)(C)CS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301032312	702.4240
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC	DTXSID401035521	727.2280
FC(F)(F)C(C(=S)OCC)C(F)(F)F	DTXSID50833229	240.1667
FC(F)(OC(F)(F)F)C(F)(F)OCC(=O)O	DTXSID10844614	260.0637
[Li+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID6073073	456.0551 (449.1147+6.9405)
FC(F)(C1=NCCO1)C(F)(F)C(F)(F)F	DTXSID10292454	239.0909
Cl.FC(F)(Oc1cc(cc(c1)OC(F)(F)C(F)F)CCN)C(F)F	DTXSID40220407	389.6694 (36.4609+353.2085)
Brc1cc(cc(c1NC(=O)c1cccc([N+]([O-])=O)c1F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID001026776	575.1276
CN(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O	DTXSID801034701	956.4001
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCOP(=O)(O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30893346	776.3525
CCN(CC)\C(=C(\F)C(F)(F)F)N(CC)CC	DTXSID60371086	256.2835
FC(F)(CCS(=O)CCC(=O)NC(C)(C)CS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701032821	803.4464
FC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)C(=O)O	DTXSID10844619	312.0623
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30893341	764.1209
Cc1cc(ccc1N)C(F)(C(F)(F)F)C(F)(F)F	DTXSID40432922	275.1660
CC(F)(F)C(Cl)(F)F	DTXSID0073904	150.5025
FC(F)(F)NC(=O)C(C(F)(F)F)C(F)(F)F	DTXSID30544381	263.0611
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC	DTXSID401035519	627.2130
[Na+].FC(F)(C(F)(F)S([O-])=O)C(F)(F)F	DTXSID201032840	256.0745 (233.0853+22.9892)
[Er+3].FC(F)(C(=O)/C=C(\[O-])C(C)(C)C)C(F)(F)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(=O)/C=C(\[O-])C(C)(C)C.FC(F)(F)C(F)(F)C(F)(F)C(=O)/C=C(\[O-])C(C)(C)C	DTXSID00897295	1052.7811 (167.2574+295.1746+295.1746+295.1746)
FC(C(F)(F)C(F)(F)F)(C(F)(F)C(=O)O)C(F)(C(F)(F)F)C(F)(F)F	DTXSID70896578	414.0684
FC(F)(COC(=O)C=C)C(F)(F)COC(=O)C=C	DTXSID501026745	270.1776
FC(F)(C(F)(F)OC(=O)C=C)C(F)(F)C(F)(F)F	DTXSID70431266	290.0831
FC(F)(C(F)(F)C(O)O)C(F)(F)C(F)(F)F	DTXSID70895248	266.0617
FC(F)C(F)(F)C(Cl)(F)F	DTXSID0073906	186.4835
FC(F)(C(Cl)(F)S(=O)(=O)O)C(F)(F)C(F)(F)F	DTXSID301032300	316.5542
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C	DTXSID80505826	444.0878
FC(F)(C(F)(F)C(F)F)C(F)(F)CN	DTXSID10536168	231.0871
FC(F)(C(F)F)C(F)(F)C(F)F	DTXSID0073900	202.0459
OC(C[N+](C)(C)CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O	DTXSID301034968	681.4632
IC(F)(F)C(F)(F)C(F)(F)I	DTXSID60448247	403.8315
FC(F)(c1ccccc1)C(F)(F)C(F)(F)c1ccccc1	DTXSID00524433	304.2303
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OCCCCCCCC	DTXSID70757539	498.2709
FC(F)(C(F)(F)OC(F)(F)F)S(=O)(=O)O	DTXSID601036913	266.0915
FC1(F)C(F)(F)C(F)C(F)(F)C(F)(F)C1(F)F	DTXSID8075384	282.0546
FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30904582	799.1672
FC(F)(C1CCC(CC1)C(=O)OC)C(F)(F)C(F)(F)F	DTXSID20750737	310.2085
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCC	DTXSID70381979	588.3854
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60895378	650.2845
FC(F)(F)C(c1ccccc1)(C(F)(F)F)C(F)(F)F	DTXSID50346182	296.1323
C[N+](C)(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O	DTXSID401022021	378.2540
FC(F)(c1ccc(cc1)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20750732	604.2059
[Mg+2].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O	DTXSID30881127	1022.5483 (24.3039+499.1222+499.1222)
FC(F)(F)C(F)(c1cc(C)c(c2cn(nc2)c2cnc(Cl)c(c2)C(=O)O)c(C)c1)C(F)(F)F	DTXSID001026902	495.7779
FC(F)(COCC1CO1)C(F)(F)F	DTXSID00476261	206.1106
FC(F)C(C(F)(F)F)C(F)(F)F	DTXSID10567457	202.0459
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2	DTXSID90929079	729.2676
[Cs+].FC(F)(C(F)(F)C([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID501021921	545.9659 (413.0610+132.9049)
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)\C=C\CCCCC	DTXSID60895373	416.2216
CC(C)CC(C)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30893366	448.2634
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CC(=O)O	DTXSID601036901	721.2300
FC(F)(F)C(F)C(Cl)(F)F	DTXSID10957319	186.4835
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F	DTXSID301032324	432.1316
FC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(C(=O)OCC=C)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID70896518	536.1386
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID301034982	442.2984
FC(F)(C(F)(F)OC(F)(C(=O)CC(C)=O)C(F)(F)F)C(F)(F)F	DTXSID70896513	370.1166
Brc1cc(c(cc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O)C(=O)O	DTXSID001026914	541.0650
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)CC	DTXSID20459495	248.0895
O=S(F)(=O)c1cc(ccc1)C(=O)\C=C(/C(F)(F)F)C(F)(F)F	DTXSID50143693	350.2094
FC(F)C(F)(F)OC(F)C(Cl)F	DTXSID20774711	216.5094
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(CCCS(=O)(=O)O)C(CCN(C)C)CO	DTXSID401035333	836.4763
FC(F)C(F)(F)C(F)(F)C(F)(F)COc1cc(C#N)c(cc1)C#N	DTXSID80660146	358.1868
FC(F)(C(F)(F)C(=O)O[2H])C(F)(F)C(F)(F)C(F)(F)F	DTXSID90892719	315.0595
FC(C1(OC)OC(F)(C(F)(F)C1(F)F)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID80889254	528.1100
[Na+].O=S([O-])(=O)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1	DTXSID701035106	676.2250 (653.2358+22.9892)
FC(F)(C(F)(F)C(O)CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70527451	490.0005
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CN(C(=O)NC1=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	DTXSID90896292	562.2369
ClC(Cl)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID401035321	783.0763
Clc1cc(Cl)cc(Cl)c1OC(=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50751656	393.4695
C[N+](C)(CCCS(=O)(=O)O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301032350	707.4427
FC(F)(F)C(F)(F)C(F)(F)C(=O)NN=C1CCCc2oc(c(C)c12)C(=O)Nc1ccc(N=Nc2ccccc2)cc1	DTXSID801039406	583.4575
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)OC(F)(C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID70896533	1008.1670
FC(F)(c1ccc(cc1)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60448262	440.1568
O=S(=O)(N(CCCS(=O)(=O)[O-])CCC[N+](C)(C)CCO)C(F)(F)C(F)(F)F	DTXSID401022007	450.4428
FC(F)(F)C(F)(/C=C\F)C(F)(F)F	DTXSID90896297	214.0566
[Na+].C[N+](C)(CCCN(CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O	DTXSID301033689	650.3845 (22.9892+627.3953)
